,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
7057,West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,60,700,42000,14700,Outlet,65
7058,West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,60,700,42000,6300,Outlet,85
7059,West Gear,1128299,1/9/2021,West,California,San Francisco,Women's Athletic Footwear,60,700,42000,14700,Outlet,65
7060,West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,55,700,38500,11550,Outlet,70
7061,West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,70,700,49000,4900,Outlet,90
7062,West Gear,1128299,2/8/2021,West,California,San Francisco,Women's Athletic Footwear,55,700,38500,9625,Outlet,75
7063,West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,65,700,45500,20475,Outlet,55
7064,Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,35,700,24500,9800,Outlet,60
7065,Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,45,700,31500,7875,Outlet,75
7066,Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,45,700,31500,12600,Outlet,60
7067,Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,45,700,31500,6300,Outlet,80
7068,Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,50,700,35000,19250,Outlet,45
7069,Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,65,700,45500,9100,Outlet,80
7070,Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,50,700,35000,14000,Outlet,60
7071,Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,65,700,45500,9100,Outlet,80
7072,Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,65,700,45500,9100,Outlet,80
7073,Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,50,700,35000,14000,Outlet,60
7074,Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,50,700,35000,12250,Outlet,65
7075,Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,20,700,14000,4900,Outlet,65
7076,Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,30,700,21000,7350,Outlet,65
7077,West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,700,42000,18900,Outlet,55
7078,West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,65,700,45500,18200,In-store,60
7079,West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,65,700,45500,18200,In-store,60
7080,West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,70,700,49000,12250,In-store,75
7081,Foot Locker,1185732,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,40,700,28000,8400,In-store,70
7082,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,35000,10500,In-store,70
7083,Sports Direct,1185732,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,35000,10500,In-store,70
7084,Sports Direct,1185732,10/3/2020,Southeast,Florida,Miami,Men's Apparel,60,700,42000,14700,In-store,65
7085,Sports Direct,1197831,3/10/2021,Midwest,Montana,Billings,Men's Street Footwear,20,700,14000,4900,Outlet,65
7086,Sports Direct,1197831,3/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,30,700,21000,7350,Outlet,65
7087,Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,60,700,42000,18900,Outlet,55
7088,Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,65,700,45500,22750,Outlet,50
7089,Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,75,700,52500,13125,Outlet,75
7090,Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,85,700,59500,11900,Outlet,80
7091,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,70,700,49000,12250,In-store,75
7092,Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,85,700,59500,17850,In-store,70
7093,Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,95,700,66500,19950,In-store,70
7094,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,80,700,56000,16800,In-store,70
7095,Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,700,42000,10500,In-store,75
7096,West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,60,700,42000,14700,In-store,65
7097,West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,60,700,42000,14700,In-store,65
7098,Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Apparel,55,700,38500,9625,In-store,75
7099,Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,90,700,63000,22050,In-store,65
7100,Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,40,700,28000,11200,In-store,60
7101,West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,40,700,28000,11200,In-store,60
7102,West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Athletic Footwear,90,700,63000,22050,In-store,65
7103,West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,70,700,49000,19600,Online,60
7104,West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,85,700,59500,23800,Online,60
7105,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,95,700,66500,26600,Online,60
7106,West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,75,700,52500,21000,Online,60
7107,West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,45,700,31500,12600,Online,60
7108,West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,20,700,14000,4900,Online,65
7109,Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,700,38500,13475,Online,65
7110,Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,42000,14700,Online,65
7111,Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,42000,14700,Online,65
7112,Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,700,45500,18200,Online,60
7113,Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,50,700,35000,12250,Online,65
7114,Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,700,24500,8575,Online,65
7115,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,55,700,38500,13475,Online,65
7116,Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40,700,28000,8400,Online,70
7117,Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,50,700,35000,12250,Online,65
7118,Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,30,700,21000,10500,Online,50
7119,Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,55,700,38500,19250,Online,50
7120,Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45,700,31500,11025,Online,65
7121,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,65,700,45500,15925,Online,65
7122,Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,45,700,31500,15750,Online,50
7123,Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35,700,24500,8575,Online,65
7124,Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Men's Street Footwear,25,700,17500,7000,Online,60
7125,West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,70,700,49000,19600,Online,60
7126,West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,700,38500,15400,Online,60
7127,Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,700,45500,18200,In-store,60
7128,Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,45,695,31275,7819,Online,75
7129,Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,50,675,33750,15188,Outlet,55
7130,West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,65,675,43875,8775,Outlet,80
7131,West Gear,1128299,2/2/2021,West,California,San Francisco,Women's Athletic Footwear,55,675,37125,9281,Outlet,75
7132,Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,45,675,30375,12150,Outlet,60
7133,Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,50,675,33750,11813,Outlet,65
7134,Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,60,675,40500,22275,Outlet,45
7135,Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,50,675,33750,13500,Outlet,60
7136,Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,25,675,16875,5063,Outlet,70
7137,Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,30,675,20250,7088,Outlet,65
7138,Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,40,675,27000,9450,Outlet,65
7139,Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,55,675,37125,14850,Outlet,60
7140,Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,50,675,33750,18563,Outlet,45
7141,Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,70,675,47250,25988,Outlet,45
7142,West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,60,675,40500,14175,In-store,65
7143,West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65,675,43875,8775,In-store,80
7144,West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,75,675,50625,15188,In-store,70
7145,West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,100,675,67500,13500,In-store,80
7146,West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,85,675,57375,14344,In-store,75
7147,West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,675,27000,8100,In-store,70
7148,Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,55,675,37125,12994,In-store,65
7149,West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,55,675,37125,12994,In-store,65
7150,Kohl's,1189833,1/27/2021,Midwest,Montana,Billings,Men's Street Footwear,40,675,27000,12150,Outlet,55
7151,Kohl's,1189833,2/8/2021,Midwest,Montana,Billings,Men's Street Footwear,45,675,30375,13669,Outlet,55
7152,Kohl's,1189833,3/4/2021,Midwest,Montana,Billings,Men's Street Footwear,45,675,30375,13669,Outlet,55
7153,Kohl's,1189833,3/5/2021,Midwest,Montana,Billings,Men's Athletic Footwear,50,675,33750,10125,Outlet,70
7154,Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,Men's Street Footwear,20,675,13500,5400,Outlet,60
7155,Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,675,16875,6750,Outlet,60
7156,Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,50,675,33750,15188,Outlet,55
7157,Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,55,675,37125,16706,Outlet,55
7158,Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,30,675,20250,9113,Outlet,55
7159,Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,675,20250,9113,Outlet,55
7160,Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20,675,13500,5400,Outlet,60
7161,Sports Direct,1197831,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,675,20250,8100,Outlet,60
7162,Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,60,675,40500,26325,Outlet,35
7163,Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,65,675,43875,15356,Outlet,65
7164,West Gear,1185732,12/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,55,675,37125,12994,In-store,65
7165,Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Apparel,70,675,47250,23625,In-store,50
7166,Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Apparel,55,675,37125,9281,In-store,75
7167,Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Apparel,65,675,43875,24131,In-store,45
7168,Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,50,675,33750,18563,In-store,45
7169,Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,50,675,33750,16875,In-store,50
7170,Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,30,675,20250,8100,In-store,60
7171,West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,25,675,16875,6750,In-store,60
7172,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,20,675,13500,4050,Online,70
7173,Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,30,675,20250,6075,Online,70
7174,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Street Footwear,55,675,37125,14850,Online,60
7175,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,Online,60
7176,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,35,675,23625,9450,Online,60
7177,Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,35,675,23625,9450,Online,60
7178,Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Street Footwear,60,675,40500,16200,Online,60
7179,Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Street Footwear,50,675,33750,11813,Online,65
7180,Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,675,33750,13500,Online,60
7181,Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55,675,37125,14850,Online,60
7182,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55,675,37125,14850,Online,60
7183,Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,675,40500,16200,Online,60
7184,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,675,23625,7088,Online,70
7185,Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,675,23625,8269,Online,65
7186,Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,675,16875,4219,Online,75
7187,Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45,675,30375,9113,Online,70
7188,Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,45,675,30375,7594,Online,75
7189,Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,675,16875,6750,Online,60
7190,Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,35,675,23625,11813,Online,50
7191,Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,50,675,33750,13500,Online,60
7192,Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,675,37125,14850,Online,60
7193,Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,45,675,30375,12150,Online,60
7194,Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,50,675,33750,16875,Online,50
7195,Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,60,675,40500,16200,Online,60
7196,Amazon,1185732,12/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,70,675,47250,16538,Online,65
7197,Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Women's Apparel,70,675,47250,23625,Online,50
7198,Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Women's Apparel,60,675,40500,20250,Online,50
7199,Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,35,675,23625,9450,Online,60
7200,Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Men's Street Footwear,25,675,16875,6750,Online,60
7201,Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Women's Apparel,65,675,43875,21938,Online,50
7202,Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Street Footwear,35,675,23625,9450,Online,60
7203,Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,40,675,27000,10800,Online,60
7204,West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,60,675,40500,16200,Online,60
7205,Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,55,675,37125,12994,Online,65
7206,Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,55,675,37125,12994,In-store,65
7207,Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,60,675,40500,18225,In-store,55
7208,Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,In-store,60
7209,Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,675,43875,17550,Outlet,60
7210,West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,670,20100,8040,In-store,60
7211,West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,35,670,23450,9380,In-store,60
7212,Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,40,670,26800,10720,Online,60
7213,Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,40,650,26000,13000,Outlet,50
7214,Walmart,1197831,8/22/2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,Outlet,70
7215,Walmart,1197831,9/2/2020,South,Texas,Houston,Women's Athletic Footwear,40,650,26000,11700,Outlet,55
7216,Walmart,1197831,9/3/2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,Outlet,70
7217,Walmart,1197831,10/24/2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,Outlet,70
7218,Walmart,1197831,10/30/2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,Outlet,70
7219,West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,60,650,39000,13650,Outlet,65
7220,West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,65,650,42250,19013,Outlet,55
7221,West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,65,650,42250,19013,Outlet,55
7222,Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,29250,7313,Outlet,75
7223,Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,45,650,29250,5850,Outlet,80
7224,Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,29250,7313,Outlet,75
7225,Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,45,650,29250,11700,Outlet,60
